0.000000	-7.19000000E-08
-0.100000	-3.90000000E-08
-0.200000	-1.17100000E-07
-0.300000	-1.08900000E-07
-0.400000	-1.35600000E-07
-0.500000	-1.72600000E-07
-0.600000	-2.44500000E-07
-0.700000	-1.89000000E-07
-0.800000	-1.17100000E-07
-0.900000	-1.93100000E-07
-1.000000	-2.26000000E-07
-1.100000	-2.54700000E-07
-1.200000	-2.42400000E-07
-1.300000	-2.48600000E-07
-1.400000	-2.67100000E-07
-1.500000	-1.62300000E-07
-1.600000	-2.95800000E-07
-1.700000	-2.21900000E-07
-1.800000	-2.91700000E-07
-1.900000	-3.06100000E-07
-2.000000	-2.89700000E-07
-2.100000	-2.91700000E-07
-2.200000	-3.32800000E-07
-2.300000	-2.95800000E-07
-2.400000	-3.39000000E-07
-2.500000	-3.43100000E-07
-2.600000	-3.69800000E-07
-2.700000	-3.94400000E-07
-2.800000	-3.49200000E-07
-2.900000	-3.61600000E-07
-3.000000	-4.52000000E-07
-3.100000	-3.86200000E-07
-3.200000	-3.88300000E-07
-3.300000	-3.73900000E-07
-3.400000	-4.04700000E-07
-3.500000	-4.23200000E-07
-3.600000	-4.17000000E-07
-3.700000	-4.64300000E-07
-3.800000	-4.60200000E-07
-3.900000	-4.35500000E-07
-4.000000	-5.01300000E-07
-4.100000	-4.70500000E-07
-4.200000	-5.23900000E-07
-4.300000	-4.99200000E-07
-4.400000	-5.67000000E-07
-4.500000	-5.67000000E-07
-4.600000	-5.32100000E-07
-4.700000	-5.83400000E-07
-4.800000	-5.69100000E-07
-4.900000	-5.21800000E-07
-5.000000	-5.32100000E-07
0.000000	-8.42000000E-08
-0.100000	-3.08000000E-08
-0.200000	-1.19200000E-07
-0.300000	-1.80800000E-07
-0.400000	-6.37000000E-08
-0.500000	-1.25300000E-07
-0.600000	-1.58200000E-07
-0.700000	-1.21200000E-07
-0.800000	-1.80800000E-07
-0.900000	-2.07500000E-07
-1.000000	-1.06800000E-07
-1.100000	-2.56800000E-07
-1.200000	-1.54100000E-07
-1.300000	-1.31500000E-07
-1.400000	-2.15700000E-07
-1.500000	-2.38300000E-07
-1.600000	-2.67100000E-07
-1.700000	-2.85600000E-07
-1.800000	-2.50600000E-07
-1.900000	-3.24600000E-07
-2.000000	-3.47200000E-07
-2.100000	-2.77300000E-07
-2.200000	-2.97900000E-07
-2.300000	-2.69100000E-07
-2.400000	-3.08200000E-07
-2.500000	-3.28700000E-07
-2.600000	-3.20500000E-07
-2.700000	-3.59500000E-07
-2.800000	-4.08800000E-07
-2.900000	-3.96500000E-07
-3.000000	-3.49200000E-07
-3.100000	-4.06800000E-07
-3.200000	-4.23200000E-07
-3.300000	-3.88300000E-07
-3.400000	-3.69800000E-07
-3.500000	-3.55400000E-07
-3.600000	-4.45800000E-07
-3.700000	-4.00600000E-07
-3.800000	-4.49900000E-07
-3.900000	-4.84800000E-07
-4.000000	-4.60200000E-07
-4.100000	-4.60200000E-07
-4.200000	-4.78700000E-07
-4.300000	-4.54000000E-07
-4.400000	-5.25900000E-07
-4.500000	-5.09500000E-07
-4.600000	-5.28000000E-07
-4.700000	-5.34100000E-07
-4.800000	-5.75200000E-07
-4.900000	-5.60800000E-07
-5.000000	-5.38200000E-07
